Market_Cap,Percent24,Name,Price,Percent7d,Volume,Circulating_Supply,Percent1,Symbol
?,Photon,$0.000952,527.97%,Low Vol,?,"$19,955,730","20,963,971,005",PHO
?,GCoin,$0.000126,-6.79%,Low Vol,?,"$18,811,011","149,747,735,000",GCN
?,GCoin,$0.000126,-6.79%,Low Vol,?,"$18,811,011","149,747,735,000",GCN
-4.24%,Virtacoin,$0.003580,43.28%,Low Vol,2.66%,"$18,619,442","5,201,310,113",VTA
-4.24%,Virtacoin,$0.003580,43.28%,Low Vol,2.66%,"$18,619,442","5,201,310,113",VTA
-20.21%,Prospectors Gold,$0.167691,14.73%,Low Vol,3.21%,"$10,816,070","64,500,000",PGL
-20.21%,Prospectors Gold,$0.167691,14.73%,Low Vol,3.21%,"$10,816,070","64,500,000",PGL
4.88%,808Coin,$0.002367,914.29%,Low Vol,0.95%,"$9,415,257","3,978,187,849",808
4.88%,808Coin,$0.002367,914.29%,Low Vol,0.95%,"$9,415,257","3,978,187,849",808
?,The Cypherfunks,$0.000141,142.86%,Low Vol,?,"$6,558,192","46,556,244,999",FUNK
?,The Cypherfunks,$0.000141,142.86%,Low Vol,?,"$6,558,192","46,556,244,999",FUNK
6.49%,InPay,$0.382852,-2.56%,Low Vol,3.49%,"$3,828,520","10,000,000",INPAY
6.49%,InPay,$0.382852,-2.56%,Low Vol,3.49%,"$3,828,520","10,000,000",INPAY
197.77%,Janus,$0.162914,126.51%,Low Vol,15.52%,"$3,750,335","23,020,335",JNS
197.77%,Janus,$0.162914,126.51%,Low Vol,15.52%,"$3,750,335","23,020,335",JNS
-1.78%,YashCoin,$0.347908,16.87%,Low Vol,3.49%,"$3,479,185","10,000,301",YASH
-1.78%,YashCoin,$0.347908,16.87%,Low Vol,3.49%,"$3,479,185","10,000,301",YASH
-1.78%,FIMKrypto,$0.005746,-3.21%,Low Vol,3.50%,"$3,315,192","577,004,618",FIMK
-1.78%,FIMKrypto,$0.005746,-3.21%,Low Vol,3.50%,"$3,315,192","577,004,618",FIMK
?,CryptCoin,$0.452913,?,Low Vol,?,"$2,749,156","6,069,943",CRYPT
?,CryptCoin,$0.452913,?,Low Vol,?,"$2,749,156","6,069,943",CRYPT
-8.92%,Smart Investm...,$3.73,-20.42%,Low Vol,2.50%,"$2,699,736","722,935",SIFT
-8.92%,Smart Investm...,$3.73,-20.42%,Low Vol,2.50%,"$2,699,736","722,935",SIFT
-5.98%,Woodcoin,$0.283516,-16.67%,Low Vol,0.06%,"$2,278,106","8,035,193",LOG
-5.98%,Woodcoin,$0.283516,-16.67%,Low Vol,0.06%,"$2,278,106","8,035,193",LOG
-5.16%,Shorty,$0.019626,-0.07%,Low Vol,?,"$1,962,570","100,000,000",SHORTY
-5.16%,Shorty,$0.019626,-0.07%,Low Vol,?,"$1,962,570","100,000,000",SHORTY
-89.60%,Arcade Token,$1.17,-95.47%,Low Vol,2.63%,"$1,759,038","1,505,368",ARC
-89.60%,Arcade Token,$1.17,-95.47%,Low Vol,2.63%,"$1,759,038","1,505,368",ARC
?,LottoCoin,$0.000114,20.41%,Low Vol,?,"$1,658,526","14,491,014,421",LOT
?,LottoCoin,$0.000114,20.41%,Low Vol,?,"$1,658,526","14,491,014,421",LOT
13.18%,ShadowCash,$0.234014,-4.04%,Low Vol,7.11%,"$1,566,755","6,695,133",SDC
13.18%,ShadowCash,$0.234014,-4.04%,Low Vol,7.11%,"$1,566,755","6,695,133",SDC
10.83%,MetalCoin,$0.018377,21.93%,Low Vol,3.49%,"$1,413,653","76,925,527",METAL
10.83%,MetalCoin,$0.018377,21.93%,Low Vol,3.49%,"$1,413,653","76,925,527",METAL
-0.24%,Bankcoin,$0.137343,-38.72%,Low Vol,?,"$1,413,504",*,B@
-0.24%,Bankcoin,$0.137343,-38.72%,Low Vol,?,"$1,413,504",*,B@
?,Interzone,$0.499142,46.06%,Low Vol,?,"$1,264,978","2,534,305",ITZ
?,Interzone,$0.499142,46.06%,Low Vol,?,"$1,264,978","2,534,305",ITZ
5.78%,Stress,$0.001949,74.05%,Low Vol,3.51%,"$1,101,481",,STS
5.78%,Stress,$0.001949,74.05%,Low Vol,3.51%,"$1,101,481",,STS
17.89%,AmberCoin,$0.024224,37.87%,Low Vol,3.49%,"$1,058,581","43,699,481",AMBER
17.89%,AmberCoin,$0.024224,37.87%,Low Vol,3.49%,"$1,058,581","43,699,481",AMBER
?,GanjaCoin,$0.199723,-33.73%,Low Vol,?,"$889,151","4,451,920",MRJA
?,GanjaCoin,$0.199723,-33.73%,Low Vol,?,"$889,151","4,451,920",MRJA
?,Wyvern,$0.461903,51.91%,?,?,"$864,207","1,870,972",WYV
?,Wyvern,$0.461903,51.91%,?,?,"$864,207","1,870,972",WYV
-5.41%,BTSR,$0.260249,-15.51%,Low Vol,-0.05%,"$854,727","3,284,266",BTSR
-5.41%,BTSR,$0.260249,-15.51%,Low Vol,-0.05%,"$854,727","3,284,266",BTSR
-1.78%,Valorbit,$0.000139,-5.30%,Low Vol,3.50%,"$820,368","5,892,643,312",VAL
-1.78%,Valorbit,$0.000139,-5.30%,Low Vol,3.50%,"$820,368","5,892,643,312",VAL
?,BriaCoin,$1.15,27.21%,?,?,"$737,200","643,522",BRIA
?,BriaCoin,$1.15,27.21%,?,?,"$737,200","643,522",BRIA
3.39%,GlobalCoin,$0.011137,0.36%,Low Vol,3.50%,"$725,842","65,171,010",GLC
3.39%,GlobalCoin,$0.011137,0.36%,Low Vol,3.50%,"$725,842","65,171,010",GLC
9.14%,WayGuide,$0.006961,32.01%,Low Vol,3.49%,"$696,377","100,040,708",WAY
9.14%,WayGuide,$0.006961,32.01%,Low Vol,3.49%,"$696,377","100,040,708",WAY
-26.54%,Bitcurrency,$0.004037,-1.92%,Low Vol,3.49%,"$684,729","169,598,616",BTCR
-26.54%,Bitcurrency,$0.004037,-1.92%,Low Vol,3.49%,"$684,729","169,598,616",BTCR
?,BlazeCoin,$0.001108,30.12%,Low Vol,?,"$674,507","608,557,394",BLZ
?,BlazeCoin,$0.001108,30.12%,Low Vol,?,"$674,507","608,557,394",BLZ
-33.06%,Ultimate Secu...,$0.064319,-29.53%,Low Vol,3.49%,"$665,260","10,343,113",USC
-33.06%,Ultimate Secu...,$0.064319,-29.53%,Low Vol,3.49%,"$665,260","10,343,113",USC
33.33%,Joincoin,$0.210220,34.32%,Low Vol,3.49%,"$639,121","3,040,247",J
33.33%,Joincoin,$0.210220,34.32%,Low Vol,3.49%,"$639,121","3,040,247",J
13.33%,PX,$0.006265,143.01%,Low Vol,5.84%,"$616,093","98,341,177",PX
13.33%,PX,$0.006265,143.01%,Low Vol,5.84%,"$616,093","98,341,177",PX
?,Mutual Coin,$0.000266,-1.06%,Low Vol,?,"$582,871","2,189,524,696",MUT
?,Mutual Coin,$0.000266,-1.06%,Low Vol,?,"$582,871","2,189,524,696",MUT
37.34%,SecretCoin,$0.136852,87.30%,Low Vol,3.49%,"$578,702","4,228,672",SCRT
37.34%,SecretCoin,$0.136852,87.30%,Low Vol,3.49%,"$578,702","4,228,672",SCRT
-2.17%,Casino,$0.497436,?,?,?,"$497,436","1,000,000",CASINO
-2.17%,Casino,$0.497436,?,?,?,"$497,436","1,000,000",CASINO
0.71%,Shilling,$0.011277,9.60%,Low Vol,3.49%,"$457,503","40,570,625",SH
0.71%,Shilling,$0.011277,9.60%,Low Vol,3.49%,"$457,503","40,570,625",SH
10.10%,Flycoin,$2.14,19.29%,Low Vol,3.51%,"$450,728","210,806",FLY
10.10%,Flycoin,$2.14,19.29%,Low Vol,3.51%,"$450,728","210,806",FLY
-27.23%,Remicoin,$0.222750,-4.69%,Low Vol,-2.32%,"$440,872","1,979,224",RMC
-27.23%,Remicoin,$0.222750,-4.69%,Low Vol,-2.32%,"$440,872","1,979,224",RMC
-5.94%,BTCtalkcoin,$0.006265,2.53%,Low Vol,3.49%,"$409,036","65,290,635",TALK
-5.94%,BTCtalkcoin,$0.006265,2.53%,Low Vol,3.49%,"$409,036","65,290,635",TALK
40.55%,IslaCoin,$0.244747,26.63%,Low Vol,3.49%,"$370,475","1,513,704",ISL
40.55%,IslaCoin,$0.244747,26.63%,Low Vol,3.49%,"$370,475","1,513,704",ISL
-4.69%,VirtualCoin,$0.036197,6.68%,Low Vol,3.49%,"$364,296","10,064,287",VC
-4.69%,VirtualCoin,$0.036197,6.68%,Low Vol,3.49%,"$364,296","10,064,287",VC
-3.36%,Freicoin,$0.011973,-7.24%,Low Vol,3.49%,"$357,386","29,849,814",FRC
-3.36%,Freicoin,$0.011973,-7.24%,Low Vol,3.49%,"$357,386","29,849,814",FRC
-2.25%,Cypher,$0.055688,9.66%,Low Vol,3.49%,"$354,467","6,365,285",CYP
-2.25%,Cypher,$0.055688,9.66%,Low Vol,3.49%,"$354,467","6,365,285",CYP
5.10%,Sling,$0.327721,9.26%,Low Vol,3.50%,"$352,003","1,074,095",SLING
5.10%,Sling,$0.327721,9.26%,Low Vol,3.50%,"$352,003","1,074,095",SLING
5.99%,Franko,$0.347769,23.92%,Low Vol,3.50%,"$323,692","930,767",FRK
5.99%,Franko,$0.347769,23.92%,Low Vol,3.50%,"$323,692","930,767",FRK
?,Kittehcoin,$0.000013,?,Low Vol,?,"$321,785",,MEOW
?,Kittehcoin,$0.000013,?,Low Vol,?,"$321,785",,MEOW
-29.90%,Bitz,$0.158849,-45.62%,Low Vol,3.49%,"$316,251","1,990,891",BITZ
-29.90%,Bitz,$0.158849,-45.62%,Low Vol,3.49%,"$316,251","1,990,891",BITZ
3.59%,WMCoin,$0.026869,10.52%,Low Vol,3.49%,"$309,734","11,527,489",WMC
3.59%,WMCoin,$0.026869,10.52%,Low Vol,3.49%,"$309,734","11,527,489",WMC
47.75%,CoExistCoin,$0.011402,101.41%,Low Vol,3.49%,"$308,986","27,100,000",COXST
47.75%,CoExistCoin,$0.011402,101.41%,Low Vol,3.49%,"$308,986","27,100,000",COXST
6.09%,Firecoin,$3.01,64.93%,Low Vol,3.49%,"$295,937","98,412",FIRE
6.09%,Firecoin,$3.01,64.93%,Low Vol,3.49%,"$295,937","98,412",FIRE
-1.76%,SACoin,$0.041766,1.93%,Low Vol,3.49%,"$293,070","7,017,015",SAC
-1.76%,SACoin,$0.041766,1.93%,Low Vol,3.49%,"$293,070","7,017,015",SAC
0.80%,E4ROW,$0.043952,-60.59%,?,?,"$253,254","5,762,000",E4ROW
0.80%,E4ROW,$0.043952,-60.59%,?,?,"$253,254","5,762,000",E4ROW
1.38%,BoostCoin,$0.017959,46.43%,Low Vol,16.11%,"$212,915","11,855,487",BOST
1.38%,BoostCoin,$0.017959,46.43%,Low Vol,16.11%,"$212,915","11,855,487",BOST
1.91%,AntiBitcoin,$0.011555,9.60%,Low Vol,3.49%,"$201,813","17,465,159",ANTI
1.91%,AntiBitcoin,$0.011555,9.60%,Low Vol,3.49%,"$201,813","17,465,159",ANTI
-1.76%,WARP,$0.182794,-6.39%,Low Vol,3.49%,"$200,200","1,095,224",WARP
-1.76%,WARP,$0.182794,-6.39%,Low Vol,3.49%,"$200,200","1,095,224",WARP
-1.80%,Bitcoin 21,$0.247253,-22.18%,Low Vol,3.51%,"$196,098","793,108",XBTC21
-1.80%,Bitcoin 21,$0.247253,-22.18%,Low Vol,3.51%,"$196,098","793,108",XBTC21
-1.76%,Dollarcoin,$0.019491,-1.39%,Low Vol,3.49%,"$177,495","9,106,714",DLC
-1.76%,Dollarcoin,$0.019491,-1.39%,Low Vol,3.49%,"$177,495","9,106,714",DLC
-1.76%,Pulse,$0.012251,123.77%,Low Vol,3.49%,"$175,181","14,298,972",PULSE
-1.76%,Pulse,$0.012251,123.77%,Low Vol,3.49%,"$175,181","14,298,972",PULSE
31.54%,VIP Tokens,$0.002088,107.03%,Low Vol,3.50%,"$174,268","83,450,403",VIP
31.54%,VIP Tokens,$0.002088,107.03%,Low Vol,3.50%,"$174,268","83,450,403",VIP
4.94%,GuccioneCoin,$0.008214,16.36%,Low Vol,3.49%,"$166,624","20,285,537",GCC
4.94%,GuccioneCoin,$0.008214,16.36%,Low Vol,3.49%,"$166,624","20,285,537",GCC
?,JavaScript Token,$0.019997,18.43%,Low Vol,2.37%,"$159,818","7,991,996",JS
?,JavaScript Token,$0.019997,18.43%,Low Vol,2.37%,"$159,818","7,991,996",JS
13.66%,Cashcoin,$0.003202,168.31%,Low Vol,3.49%,"$152,475","47,618,163",CASH
13.66%,Cashcoin,$0.003202,168.31%,Low Vol,3.49%,"$152,475","47,618,163",CASH
54.80%,BiosCrypto,$0.007239,161.61%,Low Vol,3.50%,"$150,736","20,821,709",BIOS
54.80%,BiosCrypto,$0.007239,161.61%,Low Vol,3.50%,"$150,736","20,821,709",BIOS
15.76%,Uro,$0.114856,-5.51%,Low Vol,3.50%,"$138,667",,URO
15.76%,Uro,$0.114856,-5.51%,Low Vol,3.50%,"$138,667",,URO
7.53%,BitQuark,$0.014479,78.64%,Low Vol,3.49%,"$134,770","9,308,126",BTQ
7.53%,BitQuark,$0.014479,78.64%,Low Vol,3.49%,"$134,770","9,308,126",BTQ
-0.35%,Asiadigicoin,$0.005212,101.11%,Low Vol,8.09%,"$129,950","24,931,054",ADCN
-0.35%,Asiadigicoin,$0.005212,101.11%,Low Vol,8.09%,"$129,950","24,931,054",ADCN
0.47%,Jewels,$0.006265,52.18%,Low Vol,5.06%,"$126,435","20,181,636",JWL
0.47%,Jewels,$0.006265,52.18%,Low Vol,5.06%,"$126,435","20,181,636",JWL
0.44%,PLNcoin,$0.007379,161.27%,Low Vol,3.49%,"$126,097",,PLNC
0.44%,PLNcoin,$0.007379,161.27%,Low Vol,3.49%,"$126,097",,PLNC
23.62%,Destiny,$0.078659,97.55%,Low Vol,3.49%,"$125,854","1,600,000",DES
23.62%,Destiny,$0.078659,97.55%,Low Vol,3.49%,"$125,854","1,600,000",DES
14.07%,CryptoWorldX ...,$0.001949,64.93%,Low Vol,3.50%,"$116,223","59,630,200",CWXT
14.07%,CryptoWorldX ...,$0.001949,64.93%,Low Vol,3.50%,"$116,223","59,630,200",CWXT
-6.67%,FlavorCoin,$0.005290,2.21%,Low Vol,3.49%,"$110,558","20,898,106",FLVR
-6.67%,FlavorCoin,$0.005290,2.21%,Low Vol,3.49%,"$110,558","20,898,106",FLVR
-2.88%,BillaryCoin,$0.012112,-22.82%,Low Vol,3.49%,"$108,917","8,992,471",BLRY
-2.88%,BillaryCoin,$0.012112,-22.82%,Low Vol,3.49%,"$108,917","8,992,471",BLRY
21.93%,GameBet Coin,$0.005012,62.37%,Low Vol,3.50%,"$106,567","21,262,780",GBT
21.93%,GameBet Coin,$0.005012,62.37%,Low Vol,3.50%,"$106,567","21,262,780",GBT
-2.03%,BeaverCoin,$0.032577,-2.87%,Low Vol,3.50%,"$101,486","3,115,258",BVC
-2.03%,BeaverCoin,$0.032577,-2.87%,Low Vol,3.50%,"$101,486","3,115,258",BVC
3.85%,DAPPSTER,$0.000975,93.28%,Low Vol,3.51%,"$97,453",*,DLISK
3.85%,DAPPSTER,$0.000975,93.28%,Low Vol,3.51%,"$97,453",*,DLISK
-5.96%,DIBCOIN,$0.019465,44.33%,Low Vol,2.26%,"$97,324","5,000,000",DIBC
-5.96%,DIBCOIN,$0.019465,44.33%,Low Vol,2.26%,"$97,324","5,000,000",DIBC
-1.78%,Steps,$0.005151,-7.79%,Low Vol,3.50%,"$95,939","18,625,017",STEPS
-1.78%,Steps,$0.005151,-7.79%,Low Vol,3.50%,"$95,939","18,625,017",STEPS
1.96%,Zayedcoin,$0.015175,30.48%,Low Vol,3.49%,"$94,750","6,243,840",ZYD
1.96%,Zayedcoin,$0.015175,30.48%,Low Vol,3.49%,"$94,750","6,243,840",ZYD
-0.86%,MindCoin,$0.005847,18.15%,Low Vol,3.50%,"$92,781","15,867,695",MND
-0.86%,MindCoin,$0.005847,18.15%,Low Vol,3.50%,"$92,781","15,867,695",MND
-0.82%,Litecred,$0.002503,20.26%,Low Vol,3.36%,"$75,657","30,227,750",LTCR
-0.82%,Litecred,$0.002503,20.26%,Low Vol,3.36%,"$75,657","30,227,750",LTCR
?,MorningStar,$0.002285,5.08%,Low Vol,?,"$74,994","32,820,913",MRNG
?,MorningStar,$0.002285,5.08%,Low Vol,?,"$74,994","32,820,913",MRNG
?,MTMGaming,$0.024738,18.66%,?,?,"$74,214","2,999,967",MTM
?,MTMGaming,$0.024738,18.66%,?,?,"$74,214","2,999,967",MTM
-18.74%,PonziCoin,$0.084506,?,Low Vol,3.49%,"$72,768","861,099",PONZI
-18.74%,PonziCoin,$0.084506,?,Low Vol,3.49%,"$72,768","861,099",PONZI
-15.78%,ARbit,$0.008353,66.60%,Low Vol,3.51%,"$67,576","8,089,915",ARB
-15.78%,ARbit,$0.008353,66.60%,Low Vol,3.51%,"$67,576","8,089,915",ARB
3.07%,Orlycoin,$0.001810,11.94%,Low Vol,3.49%,"$66,325","36,646,779",ORLY
3.07%,Orlycoin,$0.001810,11.94%,Low Vol,3.49%,"$66,325","36,646,779",ORLY
17.87%,TAGRcoin,$0.001671,62.42%,Low Vol,3.49%,"$64,603","38,669,634",TAGR
17.87%,TAGRcoin,$0.001671,62.42%,Low Vol,3.49%,"$64,603","38,669,634",TAGR
-0.58%,KingN Coin,$31.74,141.92%,Low Vol,3.50%,"$63,745","2,008",KNC
-0.58%,KingN Coin,$31.74,141.92%,Low Vol,3.50%,"$63,745","2,008",KNC
47.36%,CryptoEscudo,$0.000418,23.25%,Low Vol,3.49%,"$60,186","144,105,100",CESC
47.36%,CryptoEscudo,$0.000418,23.25%,Low Vol,3.49%,"$60,186","144,105,100",CESC
-6.23%,ImpulseCoin,$0.002924,?,Low Vol,3.49%,"$59,190","20,245,510",IMPS
-6.23%,ImpulseCoin,$0.002924,?,Low Vol,3.49%,"$59,190","20,245,510",IMPS
-1.76%,CRTCoin,$0.668250,-5.30%,Low Vol,3.49%,"$52,972","79,270",CRT
-1.76%,CRTCoin,$0.668250,-5.30%,Low Vol,3.49%,"$52,972","79,270",CRT
40.79%,Xonecoin,$0.125297,58.26%,Low Vol,3.49%,"$52,625",*,XOC
40.79%,Xonecoin,$0.125297,58.26%,Low Vol,3.49%,"$52,625",*,XOC
1.35%,PosEx,$0.021300,41.15%,Low Vol,3.50%,"$52,255","2,453,240",PEX
1.35%,PosEx,$0.021300,41.15%,Low Vol,3.50%,"$52,255","2,453,240",PEX
9.75%,OsmiumCoin,$0.054435,-4.55%,Low Vol,3.49%,"$48,666","894,026",OS76
9.75%,OsmiumCoin,$0.054435,-4.55%,Low Vol,3.49%,"$48,666","894,026",OS76
-1.45%,Cabbage,$0.004594,81.37%,Low Vol,113.47%,"$48,239",*,CAB
-1.45%,Cabbage,$0.004594,81.37%,Low Vol,113.47%,"$48,239",*,CAB
10.50%,LetItRide,$0.001253,21.17%,Low Vol,3.50%,"$45,653","36,435,642",LIR
10.50%,LetItRide,$0.001253,21.17%,Low Vol,3.50%,"$45,653","36,435,642",LIR
-14.54%,High Voltage,$0.029793,1.97%,Low Vol,-14.49%,"$44,516","1,494,171",HVCO
-14.54%,High Voltage,$0.029793,1.97%,Low Vol,-14.49%,"$44,516","1,494,171",HVCO
40.34%,Antilitecoin,$0.001392,88.92%,Low Vol,3.49%,"$43,872","31,512,613",ALTC
40.34%,Antilitecoin,$0.001392,88.92%,Low Vol,3.49%,"$43,872","31,512,613",ALTC
106.06%,Save and Gain,$0.011973,223.35%,Low Vol,3.51%,"$36,694","3,064,800",SANDG
106.06%,Save and Gain,$0.011973,223.35%,Low Vol,3.51%,"$36,694","3,064,800",SANDG
16.41%,BioBar,$0.040095,57.34%,Low Vol,3.49%,"$35,514","885,756",BIOB
16.41%,BioBar,$0.040095,57.34%,Low Vol,3.49%,"$35,514","885,756",BIOB
?,Frazcoin,$0.003183,-3.16%,Low Vol,?,"$30,732","9,653,761",FRAZ
?,Frazcoin,$0.003183,-3.16%,Low Vol,?,"$30,732","9,653,761",FRAZ
-0.38%,GBCGoldCoin,$0.002630,25.01%,Low Vol,0.00%,"$29,882","11,361,817",GBC
-0.38%,GBCGoldCoin,$0.002630,25.01%,Low Vol,0.00%,"$29,882","11,361,817",GBC
13.82%,SydPak,$0.177782,22.18%,Low Vol,3.49%,"$28,445","160,000",SDP
13.82%,SydPak,$0.177782,22.18%,Low Vol,3.49%,"$28,445","160,000",SDP
-2.61%,NodeCoin,$0.016289,106.21%,Low Vol,3.49%,"$27,339","1,678,439",NODC
-2.61%,NodeCoin,$0.016289,106.21%,Low Vol,3.49%,"$27,339","1,678,439",NODC
-13.20%,Qibuck Asset,$0.015410,?,Low Vol,0.47%,"$25,756","1,671,379",QBK
-13.20%,Qibuck Asset,$0.015410,?,Low Vol,0.47%,"$25,756","1,671,379",QBK
16.86%,Ulatech,$0.108451,83.55%,Low Vol,46.31%,"$21,827","201,261",ULA
16.86%,Ulatech,$0.108451,83.55%,Low Vol,46.31%,"$21,827","201,261",ULA
-13.20%,CCMiner,$0.006457,7.85%,Low Vol,0.47%,"$21,700","3,360,417",CCM100
-13.20%,CCMiner,$0.006457,7.85%,Low Vol,0.47%,"$21,700","3,360,417",CCM100
-13.23%,BurstOcean,$0.059438,-16.89%,Low Vol,0.47%,"$12,591","211,827",OCEAN
-13.23%,BurstOcean,$0.059438,-16.89%,Low Vol,0.47%,"$12,591","211,827",OCEAN
-13.23%,Lex4All,$0.011154,-45.04%,Low Vol,0.47%,"$11,154","1,000,000",LEX
-13.23%,Lex4All,$0.011154,-45.04%,Low Vol,0.47%,"$11,154","1,000,000",LEX
?,Sojourn,$0.016845,-13.37%,Low Vol,3.50%,"$8,174","485,214",SOJ
?,Sojourn,$0.016845,-13.37%,Low Vol,3.50%,"$8,174","485,214",SOJ
?,CoffeeCoin,$0.000031,?,?,?,"$4,577","148,716,816",CFC
?,CoffeeCoin,$0.000031,?,?,?,"$4,577","148,716,816",CFC
-21.42%,PizzaCoin,$0.002227,-15.81%,Low Vol,3.50%,"$3,069","1,377,917",PIZZA
-21.42%,PizzaCoin,$0.002227,-15.81%,Low Vol,3.50%,"$3,069","1,377,917",PIZZA
3.41%,ATMCoin,$6.30,13.44%,"$136,993,000",0.00%,?,?,ATMC
3.41%,ATMCoin,$6.30,13.44%,"$136,993,000",0.00%,?,?,ATMC
-13.04%,AppCoins,$3.00,?,"$79,884,300",1.39%,?,?,APPC
-13.04%,AppCoins,$3.00,?,"$79,884,300",1.39%,?,?,APPC
-11.80%,SwftCoin,$0.066499,?,"$57,228,200",3.42%,?,?,SWFTC
-11.80%,SwftCoin,$0.066499,?,"$57,228,200",3.42%,?,?,SWFTC
-12.63%,Genaro Network,$0.933475,74.75%,"$50,710,100",1.70%,?,?,GNX
-12.63%,Genaro Network,$0.933475,74.75%,"$50,710,100",1.70%,?,?,GNX
-3.77%,Bibox Token,$1.98,193.03%,"$46,081,600",2.08%,?,?,BIX
-3.77%,Bibox Token,$1.98,193.03%,"$46,081,600",2.08%,?,?,BIX
-9.45%,MediShares,$0.140398,-5.06%,"$43,768,300",1.19%,?,?,MDS
-9.45%,MediShares,$0.140398,-5.06%,"$43,768,300",1.19%,?,?,MDS
-10.85%,Nebulas,$12.98,88.70%,"$36,248,500",-1.42%,?,?,NAS
-10.85%,Nebulas,$12.98,88.70%,"$36,248,500",-1.42%,?,?,NAS
-0.93%,High Performa...,$4.94,?,"$33,995,700",4.05%,?,*,HPB
-0.93%,High Performa...,$4.94,?,"$33,995,700",4.05%,?,*,HPB
-6.36%,Game,$0.260258,45.05%,"$27,364,400",4.13%,?,?,GTC
-6.36%,Game,$0.260258,45.05%,"$27,364,400",4.13%,?,?,GTC
?,Show,$0.019832,?,"$25,753,600",-1.78%,?,*,SHOW
?,Show,$0.019832,?,"$25,753,600",-1.78%,?,*,SHOW
?,AI Doctor,$0.225451,?,"$20,917,000",-4.13%,?,?,AIDOC
?,AI Doctor,$0.225451,?,"$20,917,000",-4.13%,?,?,AIDOC
-14.32%,CanYaCoin,$4.19,?,"$20,119,100",1.42%,?,?,CAN
-14.32%,CanYaCoin,$4.19,?,"$20,119,100",1.42%,?,?,CAN
-17.34%,Olympus Labs,$2.27,93.54%,"$19,656,400",4.35%,?,*,MOT
-17.34%,Olympus Labs,$2.27,93.54%,"$19,656,400",4.35%,?,*,MOT
-13.74%,SmartMesh,$0.148163,14.16%,"$17,174,600",0.43%,?,?,SMT
-13.74%,SmartMesh,$0.148163,14.16%,"$17,174,600",0.43%,?,?,SMT
-5.91%,WaykiChain,$0.810113,?,"$16,756,600",1.68%,?,*,WIC
-5.91%,WaykiChain,$0.810113,?,"$16,756,600",1.68%,?,*,WIC
1.05%,BitClave,$0.290173,25.61%,"$16,433,400",3.91%,?,*,CAT
1.05%,BitClave,$0.290173,25.61%,"$16,433,400",3.91%,?,*,CAT
-6.47%,Energo,$0.208941,42.77%,"$14,482,100",4.83%,?,?,TSL
-6.47%,Energo,$0.208941,42.77%,"$14,482,100",4.83%,?,?,TSL
-8.47%,CFun,$0.088535,?,"$13,922,100",8.74%,?,*,CFUN
-8.47%,CFun,$0.088535,?,"$13,922,100",8.74%,?,*,CFUN
-12.18%,Bitcoin Diamond,$16.55,-31.71%,"$11,726,100",2.36%,?,?,BCD
-12.18%,Bitcoin Diamond,$16.55,-31.71%,"$11,726,100",2.36%,?,?,BCD
2.24%,Ignis,$0.934218,-50.61%,"$10,059,600",0.73%,?,*,IGNIS
2.24%,Ignis,$0.934218,-50.61%,"$10,059,600",0.73%,?,*,IGNIS
-16.85%,QLINK,$0.846888,77.50%,"$9,045,370",-0.84%,?,?,QLC
-16.85%,QLINK,$0.846888,77.50%,"$9,045,370",-0.84%,?,?,QLC
-11.90%,HTMLCOIN,$0.002510,61.59%,"$5,613,460",0.51%,?,?,HTML
-11.90%,HTMLCOIN,$0.002510,61.59%,"$5,613,460",0.51%,?,?,HTML
-10.20%,Super Bitcoin,$105.18,-41.31%,"$5,476,520",2.93%,?,?,SBTC
-10.20%,Super Bitcoin,$105.18,-41.31%,"$5,476,520",2.93%,?,?,SBTC
-6.57%,Hyper Pay,$0.117096,41.61%,"$3,754,870",5.10%,?,?,HPY
-6.57%,Hyper Pay,$0.117096,41.61%,"$3,754,870",5.10%,?,?,HPY
-18.70%,MicroMoney,$1.73,78.94%,"$3,730,740",-2.01%,?,?,AMM
-18.70%,MicroMoney,$1.73,78.94%,"$3,730,740",-2.01%,?,?,AMM
-8.24%,Qbao,$1.85,132.99%,"$3,647,620",3.41%,?,*,QBT
-8.24%,Qbao,$1.85,132.99%,"$3,647,620",3.41%,?,*,QBT
-0.49%,SophiaTX,$1.04,64.55%,"$3,642,100",5.59%,?,?,SPHTX
-0.49%,SophiaTX,$1.04,64.55%,"$3,642,100",5.59%,?,?,SPHTX
-1.17%,DEW,$1.86,-7.25%,"$3,589,860",1.02%,?,?,DEW
-1.17%,DEW,$1.86,-7.25%,"$3,589,860",1.02%,?,?,DEW
-3.66%,BigONE Token,$9.43,84.38%,"$3,241,870",3.23%,?,*,BIG
-3.66%,BigONE Token,$9.43,84.38%,"$3,241,870",3.23%,?,*,BIG
7.04%,WINCOIN,$1.78,54.03%,"$3,002,130",5.48%,?,?,WC
7.04%,WINCOIN,$1.78,54.03%,"$3,002,130",5.48%,?,?,WC
-16.53%,Measurable Da...,$0.530640,?,"$2,567,900",2.62%,?,*,MDT
-16.53%,Measurable Da...,$0.530640,?,"$2,567,900",2.62%,?,*,MDT
-0.81%,Fargocoin,$10.47,10.38%,"$2,306,140",0.24%,?,?,FRGC
-0.81%,Fargocoin,$10.47,10.38%,"$2,306,140",0.24%,?,?,FRGC
?,FairGame,$0.169707,?,"$2,007,960",3.38%,?,*,FAIR
?,FairGame,$0.169707,?,"$2,007,960",3.38%,?,*,FAIR
